oil_level_pct,temp_oil_C,temp_winding_C,voltage_A_V,voltage_B_V,voltage_C_V,current_A_A,current_B_A,current_C_A,voltage_avg_V,current_avg_A,voltage_unbal_pct,current_unbal_pct,load_pct,delta_temp_C,power_factor,resistance_pu,fault_label,fault_name
90.66,55.92,73.84,288.27,242.79,236.86,1.32,183.12,199.37,255.98,127.94,12.617,98.97,46.03,17.93,0.9075,7.2881,4,Open_Circuit
87.94,56.61,80.22,273.66,241.3,242.41,2.71,213.45,219.5,252.46,145.22,8.398,98.132,52.73,23.6,0.8869,20.4013,4,Open_Circuit
87.64,52.2,77.72,239.91,239.33,281.41,192.78,191.59,1.72,253.55,128.7,10.988,98.664,46.29,25.52,0.8423,10.1846,4,Open_Circuit
83.26,84.19,111.85,243.72,238.05,239.56,282.29,272.17,274.43,240.44,276.3,1.362,2.169,99.67,27.66,0.8441,1.0042,1,Overheating
85.23,50.71,66.31,239.82,242.51,240.36,189.95,202.12,214.58,240.9,202.22,0.669,6.114,73.07,15.59,0.8574,1.0919,0,Normal
84.91,83.59,117.99,160.09,148.66,156.84,2478.77,2447.25,2490.71,155.2,2472.24,4.215,1.011,575.64,34.4,0.6582,0.4994,3,Short_Circuit
80.11,86.41,110.04,242.27,239.53,240.76,245.6,225.29,257.44,240.85,242.78,0.589,7.203,87.72,23.63,0.8401,0.9548,1,Overheating
85.94,51.75,62.34,234.3,242.15,240.07,200.98,182.47,202.73,238.84,195.39,1.9,6.614,69.97,10.59,0.8661,1.0454,0,Normal
83.46,82.2,100.95,242.24,241.32,236.83,255.26,262.27,257.28,240.13,258.27,1.374,1.547,93.03,18.75,0.8686,1.0273,1,Overheating
89.74,74.11,108.41,226.91,230.64,226.28,397.19,413.4,391.41,227.94,400.67,1.184,3.177,137.02,34.3,0.8139,0.9816,6,Over_Current
88.88,56.7,68.15,238.98,242.58,241.56,190.78,200.26,200.34,241.04,197.13,0.854,3.219,71.28,11.46,0.8609,1.0,0,Normal
86.91,83.34,102.22,217.35,230.27,231.35,450.68,484.51,458.49,226.32,464.56,3.966,4.294,157.8,18.88,0.7748,1.0096,6,Over_Current
45.31,91.08,96.04,240.68,244.46,242.99,201.02,196.26,197.36,242.71,198.21,0.837,1.413,72.16,4.96,0.8033,1.0386,2,Low_Oil_Level
85.07,82.81,108.69,180.3,197.97,171.29,1427.39,1478.24,1511.7,183.19,1472.44,8.069,3.06,404.48,25.88,0.7819,0.3907,3,Short_Circuit
82.56,83.6,118.4,242.89,240.99,237.75,238.29,273.06,244.7,240.54,252.02,1.16,8.349,90.93,34.8,0.8652,1.0178,1,Overheating
85.97,85.35,110.02,200.22,159.17,195.0,3299.65,3248.77,3359.99,184.79,3302.8,13.869,1.732,916.47,24.67,0.7339,0.4117,3,Short_Circuit
89.06,74.93,128.95,138.39,150.26,172.04,2252.5,2309.34,2305.46,153.56,2289.1,12.03,1.599,527.68,54.01,0.6854,0.3355,3,Short_Circuit
93.84,89.87,133.28,205.57,184.66,202.11,2891.61,2800.55,2744.21,197.45,2812.13,6.477,2.827,833.1,43.41,0.7561,0.2984,3,Short_Circuit
89.43,53.8,66.63,244.96,240.63,236.58,197.32,196.4,205.97,240.72,199.9,1.76,3.038,72.16,12.83,0.8633,0.889,0,Normal
86.83,75.13,109.33,226.61,223.06,223.61,396.84,402.36,406.54,224.43,401.91,0.973,1.263,135.29,34.2,0.8849,1.0111,6,Over_Current
86.95,80.13,111.75,225.89,219.39,218.52,373.19,344.68,358.37,221.27,358.75,2.089,4.025,119.12,31.63,0.8483,0.9934,6,Over_Current
79.19,85.85,116.37,240.33,242.33,242.8,247.03,255.47,266.77,241.82,256.42,0.615,4.034,93.02,30.53,0.8619,1.0053,1,Overheating
90.87,55.85,60.11,238.08,242.22,241.81,200.8,201.67,184.94,240.7,195.8,1.09,5.548,70.69,4.26,0.868,1.0842,0,Normal
89.74,81.96,133.69,151.43,204.0,198.69,2638.62,2587.88,2707.71,184.71,2644.74,18.014,2.381,732.74,51.74,0.6749,0.308,3,Short_Circuit
82.39,79.82,94.1,229.04,221.0,233.01,360.72,360.9,347.99,227.68,356.54,2.935,2.397,121.73,14.28,0.8236,1.0025,6,Over_Current
82.31,86.76,114.49,193.04,139.06,137.07,2670.65,2746.88,2742.8,156.39,2720.11,23.436,1.818,636.73,27.73,0.7547,0.2333,3,Short_Circuit
82.8,71.56,123.83,152.05,195.25,203.27,1166.57,1294.25,1340.73,183.52,1267.18,17.15,7.94,351.31,52.27,0.6719,0.2751,3,Short_Circuit
89.06,84.16,142.42,185.39,125.96,193.71,2602.04,2750.5,2547.67,168.36,2633.41,25.184,4.447,661.18,58.26,0.651,0.0794,3,Short_Circuit
87.27,64.99,85.55,272.16,273.4,273.23,205.22,216.71,207.9,272.93,209.94,0.281,3.223,85.95,20.55,0.7749,1.0391,5,Over_Voltage
89.09,76.61,85.66,232.42,219.13,222.33,385.39,398.98,393.04,224.63,392.47,3.471,1.804,132.19,9.05,0.835,1.0472,6,Over_Current
84.96,56.67,71.73,262.97,261.8,269.16,223.12,212.51,220.26,264.64,218.63,1.707,2.797,86.8,15.06,0.8539,0.9758,5,Over_Voltage
35.67,85.59,82.35,236.61,235.31,237.26,188.81,197.41,191.18,236.4,192.47,0.459,2.571,68.24,-3.24,0.8521,1.0434,2,Low_Oil_Level
86.17,52.08,70.11,242.72,262.72,238.04,183.07,2.5,180.43,247.83,122.0,6.009,97.949,44.02,18.03,0.8779,7.762,4,Open_Circuit
90.73,53.6,70.43,243.34,236.44,238.0,204.44,188.95,203.15,239.26,198.84,1.705,4.977,71.39,16.83,0.8765,1.0192,0,Normal
87.16,60.62,75.03,270.9,272.23,276.15,201.73,216.03,211.7,273.1,209.82,1.119,3.855,85.96,14.41,0.8692,0.8984,5,Over_Voltage
84.14,57.73,80.49,241.94,239.82,259.25,183.95,194.43,1.93,247.0,126.77,4.956,98.478,45.82,22.76,0.9166,14.5762,4,Open_Circuit
82.93,53.21,55.85,237.79,240.44,238.95,195.49,197.69,200.43,239.06,197.87,0.579,1.292,70.95,2.64,0.9033,1.0348,0,Normal
76.97,96.35,119.5,243.57,236.43,238.35,254.25,260.78,270.71,239.45,261.92,1.72,3.358,94.05,23.16,0.9306,1.0824,1,Overheating
84.97,84.51,121.1,223.73,229.71,227.02,463.11,484.26,483.17,226.82,476.84,1.363,2.881,162.27,36.59,0.8459,0.9687,6,Over_Current
84.95,79.1,107.53,239.79,241.86,239.85,281.02,246.55,229.04,240.5,252.2,0.566,11.426,90.98,28.43,0.8476,0.999,1,Overheating
47.84,66.18,99.84,239.42,239.63,240.62,188.37,205.87,195.2,239.89,196.48,0.306,4.777,70.7,33.66,0.8407,0.9664,2,Low_Oil_Level
56.75,74.83,80.99,241.6,238.84,238.5,184.68,189.21,202.32,239.65,192.07,0.816,5.338,69.03,6.15,0.8398,1.0182,2,Low_Oil_Level
87.48,94.22,148.14,141.49,150.6,196.89,2983.15,3148.57,2834.31,163.0,2988.68,20.796,5.35,727.17,53.92,0.6785,0.4202,3,Short_Circuit
88.2,60.36,73.77,288.66,287.48,294.51,198.89,209.55,212.07,290.22,206.84,1.48,3.844,90.05,13.41,0.8341,1.0032,5,Over_Voltage
89.22,70.64,117.17,225.05,219.8,224.09,404.06,428.35,402.91,222.98,411.77,1.425,4.025,137.69,46.54,0.8323,0.9395,6,Over_Current
89.49,71.38,82.93,283.21,283.86,284.31,211.89,213.65,209.03,283.79,211.53,0.204,1.179,90.04,11.56,0.8172,1.0426,5,Over_Voltage
88.86,81.47,102.59,223.5,221.36,230.84,386.62,416.12,399.31,225.23,400.68,2.49,3.853,135.35,21.12,0.7964,1.0153,6,Over_Current
86.3,66.08,78.57,318.91,316.06,315.74,214.34,203.2,200.65,316.9,206.06,0.633,4.014,97.97,12.49,0.8115,1.0402,5,Over_Voltage
35.28,80.83,83.25,240.23,239.08,239.23,194.65,176.34,194.13,239.51,188.37,0.299,6.386,67.68,2.42,0.8801,0.948,2,Low_Oil_Level
83.18,57.43,66.41,238.98,239.71,240.44,203.95,208.93,201.3,239.71,204.73,0.303,2.054,73.61,8.97,0.883,1.0717,0,Normal
89.19,90.67,137.87,158.52,152.47,181.77,1775.8,1721.32,1837.84,164.25,1778.32,10.666,3.347,439.0,47.21,0.7435,0.2455,3,Short_Circuit
87.48,68.14,94.24,230.61,221.9,232.41,403.49,364.94,352.02,228.31,373.48,2.807,8.035,127.92,26.1,0.8327,1.0881,6,Over_Current
87.19,55.03,78.02,239.62,241.97,266.41,178.62,191.96,2.19,249.33,124.26,6.849,98.235,44.92,22.98,0.8777,16.9194,4,Open_Circuit
87.69,82.9,93.07,231.84,229.53,233.76,443.9,441.66,475.19,231.71,453.58,0.942,4.764,157.68,10.16,0.7949,0.9762,6,Over_Current
88.1,60.15,77.39,284.96,287.72,293.21,208.83,219.76,186.75,288.63,205.12,1.588,8.952,88.75,17.24,0.8552,0.9852,5,Over_Voltage
87.0,86.58,117.31,222.75,228.76,234.16,446.5,423.63,399.4,228.56,423.18,2.54,5.619,144.95,30.74,0.8078,1.0138,6,Over_Current
85.18,54.88,64.83,236.23,240.76,243.15,184.58,199.68,176.93,240.05,187.06,1.589,6.745,67.35,9.96,0.8965,1.0872,0,Normal
80.16,78.03,130.44,236.31,242.81,233.19,254.22,252.4,260.66,237.44,255.76,2.261,1.917,91.07,52.41,0.8403,0.9636,1,Overheating
89.69,69.11,90.71,226.13,229.78,229.24,396.77,383.7,393.07,228.39,391.18,0.986,1.911,134.0,21.6,0.8221,1.0117,6,Over_Current
82.91,92.29,119.23,244.14,243.32,236.79,272.94,244.96,256.54,241.42,258.14,1.916,5.73,93.49,26.94,0.8212,1.1038,1,Overheating
88.8,85.06,115.31,225.95,236.68,229.21,246.21,260.01,258.24,230.61,254.82,2.63,3.378,88.18,30.25,0.8208,1.0175,6,Over_Current
41.47,62.25,95.26,242.44,238.1,243.4,214.3,193.99,192.58,241.31,200.29,1.33,6.994,72.51,33.0,0.8671,0.9674,2,Low_Oil_Level
83.45,58.25,78.54,270.67,238.32,237.15,1.34,193.78,192.34,248.72,129.15,8.828,98.965,46.08,20.29,0.8795,8.4904,4,Open_Circuit
85.59,77.15,111.69,227.92,224.03,221.53,406.32,388.85,385.15,224.49,393.44,1.528,3.274,132.52,34.54,0.7907,0.9963,6,Over_Current
84.05,56.56,62.92,240.21,238.05,246.6,191.64,168.13,199.17,241.62,186.31,2.061,9.759,67.59,6.37,0.8935,0.9478,0,Normal
87.33,51.17,58.11,236.7,238.6,239.6,206.62,205.76,195.4,238.3,202.59,0.673,3.552,72.41,6.94,0.8705,1.0337,0,Normal
85.57,80.38,109.97,159.97,116.73,194.71,802.09,867.72,808.02,157.14,825.94,25.716,5.057,193.47,29.59,0.7045,0.2081,3,Short_Circuit
87.84,55.96,74.85,237.96,289.25,238.58,182.68,2.01,201.78,255.26,128.82,13.314,98.439,46.1,18.89,0.8597,9.112,4,Open_Circuit
81.43,82.66,112.5,239.65,231.87,235.94,265.27,247.78,253.04,235.82,255.36,1.676,3.879,90.36,29.84,0.8362,1.0803,1,Overheating
89.78,58.0,65.23,240.32,237.69,235.34,180.61,203.83,207.82,237.78,197.42,1.067,8.515,70.38,7.23,0.8678,0.9673,0,Normal
85.38,56.85,72.65,240.74,238.88,239.86,193.95,185.24,196.99,239.83,192.06,0.396,3.553,69.1,15.8,0.8671,0.9773,0,Normal
85.87,55.81,80.54,238.03,286.9,241.73,197.95,2.37,181.58,255.55,127.3,12.267,98.138,45.85,24.73,0.893,18.5463,4,Open_Circuit
89.34,65.27,62.73,282.44,283.99,283.28,204.66,215.17,227.11,283.24,215.64,0.282,5.315,91.62,-2.54,0.836,0.948,5,Over_Voltage
88.34,56.42,64.91,239.8,243.39,237.94,196.86,195.3,193.58,240.38,195.25,1.253,0.854,70.4,8.48,0.8587,1.0817,0,Normal
86.19,56.99,70.79,236.47,241.58,240.31,196.65,195.65,182.25,239.45,191.52,1.245,4.839,68.78,13.8,0.8416,1.0373,0,Normal
32.7,86.76,98.34,240.43,235.35,239.69,194.62,182.03,194.15,238.49,190.27,1.316,4.328,68.08,11.58,0.8747,0.9942,2,Low_Oil_Level
88.01,69.02,75.33,318.31,308.64,319.21,197.77,191.64,203.02,315.39,197.48,2.139,2.958,93.45,6.31,0.8254,0.9568,5,Over_Voltage
88.75,60.39,79.8,243.22,233.82,264.92,201.82,181.03,2.18,247.32,128.34,7.117,98.3,46.0,19.41,0.8763,8.6153,4,Open_Circuit
84.52,70.83,121.33,233.03,226.4,221.52,414.6,441.11,431.16,226.99,428.96,2.663,3.348,146.0,50.5,0.7965,1.1036,6,Over_Current
26.22,82.52,88.88,240.06,243.58,238.69,183.76,185.4,194.54,240.78,187.9,1.165,3.533,67.85,6.36,0.8757,0.9717,2,Low_Oil_Level
84.04,48.13,80.59,237.67,244.57,296.35,195.43,197.74,2.97,259.53,132.05,14.186,97.749,47.85,32.46,0.9061,12.682,4,Open_Circuit
85.15,60.38,69.08,236.04,237.53,240.47,203.09,199.46,208.01,238.01,203.52,1.032,2.204,72.67,8.69,0.88,0.9943,0,Normal
85.03,76.24,111.23,180.55,133.43,131.92,829.69,813.05,840.51,148.63,827.75,21.475,1.776,184.58,34.99,0.5847,0.1582,3,Short_Circuit
87.94,67.22,122.54,229.55,229.38,224.49,490.6,477.91,475.76,227.81,481.42,1.455,1.906,164.52,55.32,0.8235,0.9793,6,Over_Current
87.41,89.09,125.12,126.39,195.99,146.81,2762.32,3182.21,2634.79,156.4,2859.77,25.316,11.275,679.83,36.03,0.6362,0.1491,3,Short_Circuit
88.13,90.81,140.37,187.15,176.76,192.93,3137.48,3291.25,3033.25,185.61,3153.99,4.772,4.352,877.08,49.57,0.7321,0.0444,3,Short_Circuit
39.14,65.61,91.56,240.88,241.14,237.22,190.58,206.04,204.29,239.75,200.3,1.052,4.855,72.03,25.94,0.8758,0.9994,2,Low_Oil_Level
84.3,94.26,131.03,149.93,159.69,177.26,2789.41,2795.13,2898.07,162.29,2827.54,9.223,2.495,689.14,36.77,0.5973,0.3338,3,Short_Circuit
87.36,72.48,108.61,229.67,225.32,228.72,446.8,448.84,432.68,227.9,442.77,1.133,2.279,151.35,36.12,0.7909,1.0159,6,Over_Current
88.67,61.35,79.31,273.71,275.23,272.76,197.77,214.53,216.91,273.9,209.74,0.485,5.705,86.17,17.96,0.8281,0.9878,5,Over_Voltage
86.31,54.38,79.04,312.65,314.14,313.69,212.52,214.54,226.34,313.5,217.8,0.268,3.92,102.42,24.66,0.8075,1.0027,5,Over_Voltage
73.27,93.94,108.61,240.8,236.15,238.02,288.36,288.03,240.61,238.32,272.34,1.039,11.648,97.36,14.67,0.8505,1.0086,1,Overheating
84.37,68.68,106.09,231.84,234.5,228.18,460.58,453.23,419.11,231.51,444.3,1.438,5.671,154.35,37.41,0.8432,0.9753,6,Over_Current
85.5,87.93,103.85,226.35,239.06,238.65,268.51,290.93,283.47,234.69,280.97,3.554,4.434,98.99,15.93,0.8473,1.038,6,Over_Current
85.94,69.29,79.57,300.48,297.42,309.0,218.74,208.61,191.64,302.3,206.33,2.218,7.119,93.49,10.28,0.8118,0.9964,5,Over_Voltage
84.86,103.74,121.14,126.5,171.91,153.45,2761.35,2516.6,2699.5,150.62,2659.15,16.014,5.361,598.08,17.4,0.6323,0.4292,3,Short_Circuit
81.33,83.67,107.86,237.61,238.27,236.21,242.94,259.46,258.75,237.36,253.72,0.487,4.247,90.33,24.2,0.8525,1.0068,1,Overheating
84.86,70.6,93.35,218.46,236.68,225.16,431.41,399.66,420.73,226.77,417.27,4.37,4.221,141.78,22.75,0.8176,1.0525,6,Over_Current
88.39,63.56,66.57,289.45,292.55,295.66,216.17,204.37,215.85,292.55,212.13,1.062,3.657,93.09,3.01,0.7862,1.0354,5,Over_Voltage
89.62,82.26,131.89,206.34,148.44,170.56,2435.06,2496.95,2580.27,175.11,2504.1,17.834,3.042,656.59,49.63,0.7698,0.436,3,Short_Circuit
85.35,48.94,75.61,237.66,241.84,267.14,186.72,193.35,1.94,248.88,127.34,7.338,98.474,45.83,26.67,0.8823,18.5677,4,Open_Circuit
84.1,86.5,103.77,239.71,234.22,240.5,234.44,290.67,280.34,238.14,268.48,1.647,12.68,95.85,17.27,0.8722,1.0248,1,Overheating
86.25,60.28,73.18,281.38,285.46,278.78,211.65,220.68,198.99,281.87,210.44,1.274,5.439,89.01,12.9,0.8295,0.9505,5,Over_Voltage
86.96,68.33,88.29,316.35,315.98,315.71,215.54,195.69,213.16,316.01,208.13,0.105,5.977,98.66,19.96,0.8229,1.0191,5,Over_Voltage
85.04,82.71,136.64,128.53,154.01,135.48,1769.22,1735.39,1921.05,139.34,1808.55,10.528,6.22,377.46,53.93,0.6925,0.1888,3,Short_Circuit
34.49,78.62,100.67,239.05,241.39,237.17,196.33,189.92,199.86,239.21,195.37,0.914,2.79,70.09,22.05,0.8254,0.9988,2,Low_Oil_Level
88.49,45.43,85.35,241.35,293.01,235.96,188.31,2.44,193.22,256.78,127.99,14.113,98.096,45.88,39.92,0.8493,19.1824,4,Open_Circuit
82.78,53.35,65.11,238.96,241.45,235.42,188.26,203.53,196.22,238.61,196.0,1.338,3.948,70.16,11.76,0.8768,0.9849,0,Normal
84.31,99.28,127.7,161.86,214.04,192.32,3273.66,3260.36,3177.1,189.41,3237.04,14.545,1.852,919.38,28.42,0.5821,0.2996,3,Short_Circuit
85.54,78.77,96.47,238.87,239.07,240.51,241.18,261.81,273.91,239.48,258.96,0.429,6.87,93.04,17.7,0.8586,0.9661,1,Overheating
86.79,52.78,68.48,235.88,241.94,241.18,194.36,199.25,189.84,239.67,194.48,1.58,2.45,69.92,15.71,0.8824,1.0121,0,Normal
86.19,56.47,76.21,244.83,292.1,238.32,195.57,2.08,186.1,258.42,127.92,13.034,98.372,46.42,19.74,0.8968,13.1002,4,Open_Circuit
88.07,86.0,115.56,238.92,240.98,238.95,251.33,276.56,269.31,239.62,265.73,0.569,5.42,95.52,29.57,0.8482,1.0057,1,Overheating
80.07,88.09,124.37,239.37,240.95,241.26,253.96,250.81,261.28,240.53,255.35,0.481,2.321,92.13,36.28,0.857,1.0095,1,Overheating
83.08,98.07,128.52,121.75,165.35,125.36,3373.43,3748.96,3601.53,137.49,3574.64,20.266,5.629,741.06,30.45,0.6431,0.2038,3,Short_Circuit
87.51,60.25,80.14,303.01,301.17,301.72,208.35,206.64,195.07,301.97,203.35,0.347,4.072,92.11,19.89,0.8232,0.9066,5,Over_Voltage
87.51,81.04,117.74,226.93,227.57,227.18,232.14,247.3,235.61,227.23,238.35,0.152,3.756,81.24,36.7,0.8154,1.092,6,Over_Current
79.93,95.3,123.31,237.74,236.56,243.09,246.43,278.1,248.64,239.13,257.72,1.657,7.906,92.41,28.01,0.8434,1.0426,1,Overheating
91.27,53.82,83.92,280.99,240.2,238.35,2.36,185.62,202.66,253.18,130.22,10.984,98.184,46.78,30.1,0.8687,17.0926,4,Open_Circuit
89.47,75.57,81.19,223.99,231.36,221.34,318.18,297.95,316.2,225.56,310.78,2.568,4.128,105.1,5.62,0.8442,1.045,6,Over_Current
28.44,62.88,97.6,234.89,238.15,234.38,188.97,195.63,202.93,235.8,195.84,0.995,3.618,69.27,34.71,0.8665,1.0823,2,Low_Oil_Level
85.75,51.26,72.52,287.42,238.39,242.37,2.46,189.9,195.71,256.06,129.36,12.248,98.096,46.71,21.26,0.8766,19.8064,4,Open_Circuit
77.21,85.07,135.84,241.37,239.55,245.17,244.84,226.38,287.78,242.03,253.0,1.299,13.747,91.94,50.77,0.8471,0.9462,1,Overheating
87.56,54.02,77.05,243.04,238.2,284.14,194.34,196.34,1.66,255.13,130.78,11.371,98.731,47.24,23.03,0.9293,19.0142,4,Open_Circuit
81.09,79.45,113.76,239.45,241.14,239.28,241.14,264.49,278.57,239.96,261.4,0.494,7.752,94.09,34.31,0.8394,0.9984,1,Overheating
90.76,81.26,127.29,232.88,217.16,233.02,429.78,426.98,405.31,227.69,420.69,4.623,3.655,143.63,46.03,0.8073,1.0213,6,Over_Current
87.12,80.29,107.01,220.02,232.77,224.39,380.8,373.88,358.75,225.73,371.14,3.121,3.338,125.66,26.72,0.855,1.0776,6,Over_Current
85.05,49.5,68.14,237.38,289.6,238.49,197.07,1.8,198.95,255.15,132.6,13.501,98.646,47.37,18.64,0.9135,10.5974,4,Open_Circuit
85.6,92.76,94.04,236.44,238.93,236.46,251.87,272.67,268.28,237.27,264.27,0.697,4.694,94.07,1.27,0.8213,0.995,1,Overheating
84.25,74.03,89.66,223.67,230.53,234.93,436.04,441.61,431.61,229.71,436.42,2.629,1.188,150.36,15.63,0.8339,1.0163,6,Over_Current
88.8,58.51,69.78,239.5,241.36,238.73,187.12,200.5,183.5,239.86,190.37,0.622,5.319,68.51,11.28,0.8738,0.9461,0,Normal
86.13,69.08,90.82,217.28,220.78,224.33,403.77,389.37,401.75,220.8,398.29,1.598,2.241,131.91,21.74,0.7951,0.9593,6,Over_Current
89.19,64.14,77.26,269.68,269.95,272.49,203.33,226.24,202.32,270.7,210.63,0.66,7.41,85.52,13.13,0.8489,0.9269,5,Over_Voltage
84.31,64.91,105.33,226.72,235.94,232.09,403.45,396.14,385.47,231.58,395.02,2.1,2.417,137.2,40.42,0.8253,1.0125,6,Over_Current
88.19,57.21,67.12,239.74,241.27,242.87,192.74,193.08,196.0,241.29,193.94,0.654,1.061,70.2,9.91,0.9032,1.0535,0,Normal
94.2,54.32,82.65,241.67,238.01,295.24,202.81,194.33,1.17,258.31,132.77,14.298,99.116,47.81,28.33,0.8589,9.4607,4,Open_Circuit
82.81,60.4,75.1,292.79,294.54,292.03,208.53,224.25,212.47,293.12,215.09,0.484,4.263,94.58,14.7,0.8617,1.0374,5,Over_Voltage
90.03,55.86,83.43,273.88,239.5,240.79,2.21,200.0,191.49,251.39,131.23,8.946,98.315,47.31,27.57,0.8713,16.2914,4,Open_Circuit
72.69,93.97,126.48,234.4,234.4,241.66,228.27,256.76,266.76,236.82,250.6,2.045,8.91,89.08,32.52,0.8465,0.9561,1,Overheating
79.88,64.89,86.41,229.59,227.55,222.95,433.77,449.03,480.08,226.7,454.3,1.652,5.677,154.4,21.52,0.8379,0.9862,6,Over_Current
87.25,57.2,66.63,238.64,241.29,238.85,208.8,196.28,203.15,239.59,202.74,0.709,3.189,72.85,9.43,0.8878,0.9562,0,Normal
87.73,71.95,103.94,229.28,231.11,221.64,292.05,307.7,283.59,227.34,294.44,2.508,4.501,100.46,31.99,0.8283,1.0081,6,Over_Current
83.62,53.34,69.27,239.7,240.46,239.32,219.09,179.63,197.19,239.82,198.64,0.264,10.298,71.45,15.93,0.8841,0.9376,0,Normal
82.61,60.18,72.74,290.59,294.17,288.64,206.39,203.08,222.17,291.13,210.55,1.042,5.522,91.92,12.55,0.8446,0.9968,5,Over_Voltage
87.05,54.31,72.39,240.74,241.62,295.44,197.3,203.05,2.02,259.27,134.12,13.953,98.492,48.58,18.07,0.8791,6.7115,4,Open_Circuit
81.6,87.44,114.78,157.7,156.7,138.12,2009.75,1884.3,2054.98,150.84,1983.01,8.433,4.978,448.02,27.33,0.7397,0.3506,3,Short_Circuit
38.89,58.13,90.57,241.75,239.48,240.07,196.84,184.43,192.7,240.43,191.32,0.549,3.603,69.01,32.44,0.8064,0.9859,2,Low_Oil_Level
82.34,69.6,95.85,227.33,225.04,228.21,448.84,473.31,470.6,226.86,464.25,0.802,3.319,157.97,26.25,0.8052,1.0805,6,Over_Current
84.28,59.35,80.45,289.12,283.75,288.33,194.87,202.3,190.57,287.07,195.91,1.154,3.26,84.35,21.1,0.8431,0.9404,5,Over_Voltage
86.89,51.45,66.67,237.59,237.48,237.61,196.01,207.07,192.04,237.56,198.37,0.033,4.385,70.69,15.22,0.8543,1.0447,0,Normal
51.21,67.85,95.29,245.2,243.22,240.76,196.36,196.1,202.86,243.06,198.44,0.944,2.227,72.34,27.44,0.816,1.0149,2,Low_Oil_Level
24.15,67.69,94.56,242.43,237.22,241.39,191.45,204.61,196.2,240.35,197.42,1.3,3.643,71.16,26.87,0.8861,0.9917,2,Low_Oil_Level
92.84,49.97,59.35,232.91,236.2,240.06,188.97,205.66,207.18,236.39,200.6,1.553,5.798,71.16,9.39,0.8877,1.0073,0,Normal
87.52,55.7,66.16,266.13,239.18,238.74,1.5,185.59,189.44,248.02,125.51,7.301,98.807,45.01,10.46,0.8767,12.1776,4,Open_Circuit
84.84,81.89,94.6,218.92,237.93,228.66,288.4,290.3,283.94,228.5,287.55,4.193,1.256,98.57,12.71,0.8228,1.0448,6,Over_Current
84.39,89.86,121.23,164.89,135.62,185.72,1161.33,1213.23,1206.08,162.08,1193.55,16.326,2.699,290.01,31.37,0.614,0.1304,3,Short_Circuit
82.82,69.41,90.47,232.74,231.9,221.48,407.28,378.76,426.11,228.71,404.05,3.161,6.26,138.5,21.06,0.7996,0.9826,6,Over_Current
80.27,101.59,133.26,239.83,234.9,238.76,253.61,240.08,274.75,237.83,256.15,1.232,7.263,91.41,31.67,0.8661,1.0363,1,Overheating
90.76,60.17,69.52,309.37,312.29,310.77,196.94,208.23,209.46,310.81,204.88,0.478,3.875,95.52,9.35,0.8025,1.1008,5,Over_Voltage
84.11,83.96,96.16,221.42,226.3,221.12,471.74,494.07,472.06,222.95,479.29,1.505,3.085,160.32,12.2,0.8453,0.9696,6,Over_Current
89.23,68.64,77.49,272.64,271.09,272.16,226.06,222.54,212.89,271.96,220.5,0.322,3.45,89.95,8.84,0.7662,1.0937,5,Over_Voltage
86.44,58.65,80.5,316.25,316.91,315.57,218.48,198.41,216.35,316.24,211.08,0.212,6.001,100.12,21.85,0.8363,1.045,5,Over_Voltage
82.84,88.94,110.9,240.26,240.4,236.43,249.34,266.86,251.69,239.03,255.97,1.089,4.257,91.78,21.96,0.8313,1.0654,1,Overheating
88.39,71.37,135.43,172.31,159.1,120.63,2237.45,2346.13,2455.13,150.68,2346.24,19.945,4.641,527.49,64.06,0.546,0.2763,3,Short_Circuit
87.45,86.7,129.29,202.61,172.94,191.88,847.3,889.34,860.11,189.14,865.58,8.566,2.744,245.25,42.59,0.6688,0.2234,3,Short_Circuit
88.39,66.85,86.2,308.47,323.3,318.47,216.48,208.26,197.7,316.74,207.48,2.614,4.712,98.53,19.35,0.8212,0.9894,5,Over_Voltage
82.19,99.23,116.31,239.84,237.56,236.92,276.23,273.55,252.36,238.11,267.38,0.727,5.618,95.51,17.08,0.857,1.0178,1,Overheating
85.66,74.2,99.33,227.39,222.46,228.93,440.09,452.42,462.45,226.26,451.65,1.678,2.56,153.29,25.13,0.821,0.9232,6,Over_Current
78.63,81.85,103.54,239.35,240.2,238.04,254.09,255.32,256.58,239.2,255.33,0.484,0.489,91.61,21.69,0.8311,0.9339,1,Overheating
84.92,58.94,83.18,270.58,272.29,270.62,209.47,200.58,200.92,271.16,203.66,0.416,2.853,82.83,24.24,0.8135,0.9536,5,Over_Voltage
92.49,75.32,100.96,227.98,226.34,225.31,249.43,241.7,248.31,226.55,246.48,0.635,1.939,83.76,25.64,0.8344,1.0161,6,Over_Current
43.89,81.48,79.12,240.7,243.14,237.4,179.61,191.31,191.33,240.41,187.42,1.254,4.163,67.58,-2.36,0.8469,0.9609,2,Low_Oil_Level
84.02,59.8,63.26,240.46,239.33,241.82,203.01,192.97,203.64,240.54,199.87,0.534,3.452,72.12,3.45,0.8714,1.0837,0,Normal
51.66,79.56,82.22,239.75,239.38,242.43,195.99,188.34,197.04,240.52,193.79,0.794,2.814,69.92,2.66,0.8331,0.932,2,Low_Oil_Level
84.8,59.89,84.02,291.45,298.58,293.34,209.65,216.07,210.21,294.46,211.98,1.4,1.93,93.64,24.13,0.8589,1.0015,5,Over_Voltage
